因子名称,IC方向,IC均值,|IC|,ICIR年化,|ICIR|,IC_P值,Spread均值,单调性Tau,最大相关性,IC半衰期,PSI,KS统计量,KS_P值,严格通过IC,严格通过ICIR,严格通过,探索通过IC,探索通过ICIR,探索通过,通过Spread,通过相关性,通过PSI,通过KS,失败原因
price_to_sma_10d,negative,-0.009408801974774266,0.009408801974774266,-1.0651006966613492,1.0651006966613492,0.005830058468694084,,,0.7694528929037063,6.0,0.2607534908192449,0.11840947254961792,1.1855458092521848e-146,False,True,False,True,True,True,True,True,False,False,
garman_klass_vol_20d,negative,-0.008171075826368815,0.008171075826368815,-0.9141871634550771,0.9141871634550771,0.01792207411038742,,,0.9628500978997444,3.0,0.0052694391162228255,0.03369020233549758,3.101288893800211e-12,False,True,False,True,True,False,True,False,True,False,MaxCorr>0.8
roc_10d,negative,-0.008036831269582217,0.008036831269582217,-0.8526749640781518,0.8526749640781518,0.02723171516961988,,,0.0,20.0,0.05979192407995462,0.06485711662219795,3.300518876226429e-44,False,True,False,True,True,True,True,True,True,False,
price_to_sma_60d,negative,-0.00800409614784503,0.00800409614784503,-0.8567640713427348,0.8567640713427348,0.026548092453126615,,,0.9454721072165833,20.0,0.09291661462264014,0.08554498636582969,1.2603690742392772e-76,False,True,False,True,True,False,True,False,True,False,MaxCorr>0.8
momentum_composite_60_5,negative,-0.007974277128885624,0.007974277128885624,-0.8624671268333175,0.8624671268333175,0.025559367309006913,,,0.9159262695218516,4.0,0.6998838956406008,0.16086125910678722,5.844956126024601e-271,False,True,False,True,True,False,True,False,False,False,MaxCorr>0.8
parkinson_vol_20d,negative,-0.007034781439190155,0.007034781439190155,-0.7969022607834717,0.7969022607834717,0.039024055151465606,,,0.05055915442972715,3.0,0.004786542496434083,0.032976472872192075,9.694585792645006e-12,False,True,False,True,True,True,True,True,True,False,
realized_vol_60d,negative,-0.006425807166514531,0.006425807166514531,-0.6988322286006476,0.6988322286006476,0.0703476983510033,,,0.14318074341733025,3.0,0.7499875145549237,0.2294573895168009,0.0,False,True,False,True,True,True,True,True,False,False,
hl_range_mean_20d,negative,-0.005329757712389092,0.005329757712389092,-0.6051528528897829,0.6051528528897829,0.11694408546536295,,,0.970100239285297,3.0,0.0032588476786577403,0.03625097634709662,4.2491422527086464e-14,False,True,False,False,True,False,True,False,True,False,|IC|<0.005或p>0.1; MaxCorr>0.8
skewness_20d,negative,-0.00466856007917491,0.00466856007917491,-0.5200631193403619,0.5200631193403619,0.17784443703707722,,,0.22787357068344866,4.0,0.27010863493305587,0.134619145840968,1.3946985437773106e-189,False,True,False,False,True,False,True,True,False,False,|IC|<0.005或p>0.1
vwap_dev_20d,negative,-0.004093156901499568,0.004093156901499568,-0.4323535036433066,0.4323535036433066,0.2625989862871139,,,0.8734112134867462,20.0,0.3413375609546745,0.14227187375123712,8.478949138955262e-212,False,False,False,False,True,False,True,False,False,False,|IC|<0.005或p>0.1; MaxCorr>0.8
roc_5d,negative,-0.004057214680503946,0.004057214680503946,-0.420507710043498,0.420507710043498,0.2758952386978726,,,0.0,6.0,1.0234571493152254,0.2169367930459214,0.0,False,False,False,False,True,False,True,True,False,False,|IC|<0.005或p>0.1
kurtosis_20d,negative,-0.003863312493101595,0.003863312493101595,-0.41815890198786165,0.41815890198786165,0.2785853165575372,,,0.22460308281054966,4.0,0.3290608860396813,0.15252983001401194,1.5343333412384274e-243,False,False,False,False,True,False,True,True,False,False,|IC|<0.005或p>0.1
amihud_illiq_20d,positive,0.0017727516028651902,0.0017727516028651902,0.19344717036653783,0.19344717036653783,0.6161497824115584,,,0.5668684279880366,20.0,0.4193718782416167,0.1707479343828543,1.7394645129311129e-305,False,False,False,False,True,False,True,True,False,False,|IC|<0.005或p>0.1
rvol_20d,positive,0.0016975768287428128,0.0016975768287428128,0.18715011921815936,0.18715011921815936,0.627678475221091,,,0.6390038292015002,20.0,0.3341484274708278,0.13694120590244435,3.431296956964119e-196,False,False,False,False,True,False,True,True,False,False,|IC|<0.005或p>0.1
turnover_20d,positive,0.001449001551739823,0.001449001551739823,0.1682276065519773,0.1682276065519773,0.6628639576892642,,,0.6463162437027361,2.0,0.011953791393412303,0.02950110813648632,1.7589366179942925e-09,False,False,False,False,True,False,True,True,True,False,|IC|<0.005或p>0.1
roc_120d,negative,-0.0011110310313592819,0.0011110310313592819,-0.11669716104416183,0.11669716104416183,0.7625320852705807,,,0.802530124310657,6.0,0.3146697276971102,0.1154233056269598,2.6528234289029896e-139,False,False,False,False,False,False,True,False,False,False,|IC|<0.005或p>0.1; |ICIR|<0.15; MaxCorr>0.8
volume_price_corr_20d,positive,0.0009538000544883938,0.0009538000544883938,0.1119723426908752,0.1119723426908752,0.7716775528119308,,,0.24839988329786966,4.0,0.23215875518725604,0.12705686863084342,7.45646044431395e-169,False,False,False,False,False,False,True,True,True,False,|IC|<0.005或p>0.1; |ICIR|<0.15
max_ret_20d,positive,0.0006969991672863353,0.0006969991672863353,0.07718665858299964,0.07718665858299964,0.8414540289101763,,,0.6265604140925415,20.0,0.31556282913786204,0.12991123219229084,1.5548654178458688e-176,False,False,False,False,False,False,True,True,False,False,|IC|<0.005或p>0.1; |ICIR|<0.15
turnover_std_20d,positive,6.443599288091365e-05,6.443599288091365e-05,0.0075669071489199305,0.0075669071489199305,0.9843543126704192,,,0.5538886508231429,2.0,0.011607929658894664,0.02235104017876921,1.2641234296440825e-05,False,False,False,False,False,False,True,True,True,False,|IC|<0.005或p>0.1; |ICIR|<0.15
